position,hand_rank_tuple,wins,total_matchups,netev
middle,"(8, 7, 13)",1,1,7.476363
middle,"(8, 7, 12)",1,1,7.473059
middle,"(8, 7, 11)",1,1,7.469754
middle,"(8, 7, 10)",1,1,7.466450
middle,"(8, 7, 9)",1,1,7.463146
middle,"(8, 7, 8)",1,1,7.459841
middle,"(8, 7, 6)",1,1,7.456537
middle,"(8, 7, 5)",1,1,7.453232
middle,"(8, 7, 4)",1,1,7.449928
middle,"(8, 7, 3)",1,1,7.446623
middle,"(8, 7, 2)",1,1,7.443319
middle,"(8, 6, 14)",1,1,7.440290
middle,"(8, 6, 13)",1,1,7.436985
middle,"(8, 6, 12)",1,1,7.433681
middle,"(8, 6, 11)",1,1,7.430377
middle,"(8, 6, 10)",1,1,7.427072
middle,"(8, 6, 9)",1,1,7.423768
middle,"(8, 6, 8)",1,1,7.420463
middle,"(8, 6, 7)",1,1,7.417159
middle,"(8, 6, 5)",1,1,7.413854
middle,"(8, 6, 4)",1,1,7.410550
middle,"(8, 6, 3)",1,1,7.407246
middle,"(8, 6, 2)",1,1,7.403941
middle,"(8, 5, 14)",1,1,7.400912
middle,"(8, 5, 13)",1,1,7.397608
middle,"(8, 5, 12)",1,1,7.394303
middle,"(8, 5, 11)",1,1,7.390999
middle,"(8, 5, 10)",1,1,7.387694
middle,"(8, 5, 9)",1,1,7.384390
middle,"(8, 5, 8)",1,1,7.381086
middle,"(8, 5, 7)",1,1,7.377781
middle,"(8, 5, 6)",1,1,7.374477
middle,"(8, 5, 4)",1,1,7.371172
middle,"(8, 5, 3)",1,1,7.367868
middle,"(8, 5, 2)",1,1,7.364563
middle,"(8, 4, 14)",1,1,7.361534
middle,"(8, 4, 13)",1,1,7.358230
middle,"(8, 4, 12)",1,1,7.354925
middle,"(8, 4, 11)",1,1,7.351621
middle,"(8, 4, 10)",1,1,7.348317
middle,"(8, 4, 9)",1,1,7.345012
middle,"(8, 4, 8)",1,1,7.341708
middle,"(8, 4, 7)",1,1,7.338403
middle,"(8, 4, 6)",1,1,7.335099
middle,"(8, 4, 5)",1,1,7.331794
middle,"(8, 4, 3)",1,1,7.328490
middle,"(8, 4, 2)",1,1,7.325186
middle,"(8, 3, 14)",1,1,7.322157
middle,"(8, 3, 13)",1,1,7.318852
middle,"(8, 3, 12)",1,1,7.315548
middle,"(8, 3, 11)",1,1,7.312243
middle,"(8, 3, 10)",1,1,7.308939
middle,"(8, 3, 9)",1,1,7.305634
middle,"(8, 3, 8)",1,1,7.302330
middle,"(8, 3, 7)",1,1,7.299026
middle,"(8, 3, 6)",1,1,7.295721
middle,"(8, 3, 5)",1,1,7.292417
middle,"(8, 3, 4)",1,1,7.289112
middle,"(8, 3, 2)",1,1,7.285808
middle,"(8, 2, 14)",1,1,7.282779
middle,"(8, 2, 13)",1,1,7.279474
middle,"(8, 2, 12)",1,1,7.276170
middle,"(8, 2, 11)",1,1,7.272865
middle,"(8, 2, 10)",1,1,7.269561
middle,"(8, 2, 9)",1,1,7.266257
middle,"(8, 2, 8)",1,1,7.262952
middle,"(8, 2, 7)",1,1,7.259648
middle,"(8, 2, 6)",1,1,7.256343
middle,"(8, 2, 5)",1,1,7.253039
middle,"(8, 2, 4)",1,1,7.249734
middle,"(8, 2, 3)",1,1,7.246430
middle,"(7, 14, 13)",1,1,1.477751
middle,"(7, 14, 12)",1,1,1.473988
middle,"(7, 14, 11)",1,1,1.470224
middle,"(7, 14, 10)",1,1,1.466461
middle,"(7, 14, 9)",1,1,1.462698
middle,"(7, 14, 8)",1,1,1.458935
middle,"(7, 14, 7)",1,1,1.455172
middle,"(7, 14, 6)",1,1,1.451408
middle,"(7, 14, 5)",1,1,1.447645
middle,"(7, 14, 4)",1,1,1.443882
middle,"(7, 14, 3)",1,1,1.440119
middle,"(7, 14, 2)",1,1,1.436356
middle,"(7, 13, 14)",1,1,1.432906
middle,"(7, 13, 12)",1,1,1.429143
middle,"(7, 13, 11)",1,1,1.425380
middle,"(7, 13, 10)",1,1,1.421617
middle,"(7, 13, 9)",1,1,1.417854
middle,"(7, 13, 8)",1,1,1.414090
middle,"(7, 13, 7)",1,1,1.410327
middle,"(7, 13, 6)",1,1,1.406564
middle,"(7, 13, 5)",1,1,1.402801
middle,"(7, 13, 4)",1,1,1.399038
middle,"(7, 13, 3)",1,1,1.395275
middle,"(7, 13, 2)",1,1,1.391511
middle,"(7, 12, 14)",1,1,1.388062
middle,"(7, 12, 13)",1,1,1.384299
middle,"(7, 12, 11)",1,1,1.380535
middle,"(7, 12, 10)",1,1,1.376772
middle,"(7, 12, 9)",1,1,1.373009
middle,"(7, 12, 8)",1,1,1.369246
middle,"(7, 12, 7)",1,1,1.365483
middle,"(7, 12, 6)",1,1,1.361720
middle,"(7, 12, 5)",1,1,1.357956
middle,"(7, 12, 4)",1,1,1.354193
middle,"(7, 12, 3)",1,1,1.350430
middle,"(7, 12, 2)",1,1,1.346667
middle,"(7, 11, 14)",1,1,1.343217
middle,"(7, 11, 13)",1,1,1.339454
middle,"(7, 11, 12)",1,1,1.335691
middle,"(7, 11, 10)",1,1,1.331928
middle,"(7, 11, 9)",1,1,1.328165
middle,"(7, 11, 8)",1,1,1.324401
middle,"(7, 11, 7)",1,1,1.320638
middle,"(7, 11, 6)",1,1,1.316875
middle,"(7, 11, 5)",1,1,1.313112
middle,"(7, 11, 4)",1,1,1.309349
middle,"(7, 11, 3)",1,1,1.305586
middle,"(7, 11, 2)",1,1,1.301822
middle,"(7, 10, 14)",1,1,1.298373
middle,"(7, 10, 13)",1,1,1.294610
middle,"(7, 10, 12)",1,1,1.290847
middle,"(7, 10, 11)",1,1,1.287083
middle,"(7, 10, 9)",1,1,1.283320
middle,"(7, 10, 8)",1,1,1.279557
middle,"(7, 10, 7)",1,1,1.275794
middle,"(7, 10, 6)",1,1,1.272031
middle,"(7, 10, 5)",1,1,1.268268
middle,"(7, 10, 4)",1,1,1.264504
middle,"(7, 10, 3)",1,1,1.260741
middle,"(7, 10, 2)",1,1,1.256978
middle,"(7, 9, 14)",1,1,1.253528
middle,"(7, 9, 13)",1,1,1.249765
middle,"(7, 9, 12)",1,1,1.246002
middle,"(7, 9, 11)",1,1,1.242239
middle,"(7, 9, 10)",1,1,1.238476
middle,"(7, 9, 8)",1,1,1.234713
middle,"(7, 9, 7)",1,1,1.230949
middle,"(7, 9, 6)",1,1,1.227186
middle,"(7, 9, 5)",1,1,1.223423
middle,"(7, 9, 4)",1,1,1.219660
middle,"(7, 9, 3)",1,1,1.215897
middle,"(7, 9, 2)",1,1,1.212134
middle,"(7, 8, 14)",1,1,1.208684
middle,"(7, 8, 13)",1,1,1.204921
middle,"(7, 8, 12)",1,1,1.201158
middle,"(7, 8, 11)",1,1,1.197394
middle,"(7, 8, 10)",1,1,1.193631
middle,"(7, 8, 9)",1,1,1.189868
middle,"(7, 8, 7)",1,1,1.186105
middle,"(7, 8, 6)",1,1,1.182342
middle,"(7, 8, 5)",1,1,1.178579
middle,"(7, 8, 4)",1,1,1.174815
middle,"(7, 8, 3)",1,1,1.171052
middle,"(7, 8, 2)",1,1,1.167289
middle,"(7, 7, 14)",1,1,1.163840
middle,"(7, 7, 13)",1,1,1.160076
middle,"(7, 7, 12)",1,1,1.156313
middle,"(7, 7, 11)",1,1,1.152550
middle,"(7, 7, 10)",1,1,1.148787
middle,"(7, 7, 9)",1,1,1.145024
middle,"(7, 7, 8)",1,1,1.141261
middle,"(7, 7, 6)",1,1,1.137497
middle,"(7, 7, 5)",1,1,1.133734
middle,"(7, 7, 4)",1,1,1.129971
middle,"(7, 7, 3)",1,1,1.126208
middle,"(7, 7, 2)",1,1,1.122445
middle,"(7, 6, 14)",1,1,1.118995
middle,"(7, 6, 13)",1,1,1.115232
middle,"(7, 6, 12)",1,1,1.111469
middle,"(7, 6, 11)",1,1,1.107706
middle,"(7, 6, 10)",1,1,1.103942
middle,"(7, 6, 9)",1,1,1.100179
middle,"(7, 6, 8)",1,1,1.096416
middle,"(7, 6, 7)",1,1,1.092653
middle,"(7, 6, 5)",1,1,1.088890
middle,"(7, 6, 4)",1,1,1.085127
middle,"(7, 6, 3)",1,1,1.081363
middle,"(7, 6, 2)",1,1,1.077600
middle,"(7, 5, 14)",1,1,1.074151
middle,"(7, 5, 13)",1,1,1.070388
middle,"(7, 5, 12)",1,1,1.066624
middle,"(7, 5, 11)",1,1,1.062861
middle,"(7, 5, 10)",1,1,1.059098
middle,"(7, 5, 9)",1,1,1.055335
middle,"(7, 5, 8)",1,1,1.051572
middle,"(7, 5, 7)",1,1,1.047808
middle,"(7, 5, 6)",1,1,1.044045
middle,"(7, 5, 4)",1,1,1.040282
middle,"(7, 5, 3)",1,1,1.036519
middle,"(7, 5, 2)",1,1,1.032756
middle,"(7, 4, 14)",1,1,1.029306
middle,"(7, 4, 13)",1,1,1.025543
middle,"(7, 4, 12)",1,1,1.021780
middle,"(7, 4, 11)",1,1,1.018017
middle,"(7, 4, 10)",1,1,1.014254
middle,"(7, 4, 9)",1,1,1.010490
middle,"(7, 4, 8)",1,1,1.006727
middle,"(7, 4, 7)",1,1,1.002964
middle,"(7, 4, 6)",1,1,0.999201
middle,"(7, 4, 5)",1,1,0.995438
middle,"(7, 4, 3)",1,1,0.991675
middle,"(7, 4, 2)",1,1,0.987911
middle,"(7, 3, 14)",1,1,0.984462
middle,"(7, 3, 13)",1,1,0.980699
middle,"(7, 3, 12)",1,1,0.976935
middle,"(7, 3, 11)",1,1,0.973172
middle,"(7, 3, 10)",1,1,0.969409
middle,"(7, 3, 9)",1,1,0.965646
middle,"(7, 3, 8)",1,1,0.961883
middle,"(7, 3, 7)",1,1,0.958120
middle,"(7, 3, 6)",1,1,0.954356
middle,"(7, 3, 5)",1,1,0.950593
middle,"(7, 3, 4)",1,1,0.946830
middle,"(7, 3, 2)",1,1,0.943067
middle,"(7, 2, 14)",1,1,0.939617
middle,"(7, 2, 13)",1,1,0.935854
middle,"(7, 2, 12)",1,1,0.932091
middle,"(7, 2, 11)",1,1,0.928328
middle,"(7, 2, 10)",1,1,0.924565
middle,"(7, 2, 9)",1,1,0.920801
middle,"(7, 2, 8)",1,1,0.917038
middle,"(7, 2, 7)",1,1,0.913275
middle,"(7, 2, 6)",1,1,0.909512
middle,"(7, 2, 5)",1,1,0.905749
middle,"(7, 2, 4)",1,1,0.901986
middle,"(7, 2, 3)",1,1,0.898222
middle,"(6, 14, 13)",1,1,0.039585
middle,"(6, 14, 12)",1,1,0.036579
middle,"(6, 14, 11)",1,1,0.033573
middle,"(6, 14, 10)",1,1,0.030566
middle,"(6, 14, 9)",1,1,0.027560
middle,"(6, 14, 8)",1,1,0.024554
middle,"(6, 14, 7)",1,1,0.021547
middle,"(6, 14, 6)",1,1,0.018541
middle,"(6, 14, 5)",1,1,0.015535
middle,"(6, 14, 4)",1,1,0.012529
middle,"(6, 14, 3)",1,1,0.009522
middle,"(6, 14, 2)",1,1,0.006516
middle,"(6, 13, 12)",1,1,0.003760
middle,"(6, 13, 11)",1,1,0.000453
middle,"(6, 13, 10)",1,1,-0.002854
middle,"(6, 13, 9)",1,1,-0.006161
middle,"(6, 13, 8)",1,1,-0.009467
middle,"(6, 13, 7)",1,1,-0.012774
middle,"(6, 13, 6)",1,1,-0.016081
middle,"(6, 13, 5)",1,1,-0.019388
middle,"(6, 13, 4)",1,1,-0.022695
middle,"(6, 13, 3)",1,1,-0.026002
middle,"(6, 13, 2)",1,1,-0.029309
middle,"(6, 12, 11)",1,1,-0.032065
middle,"(6, 12, 10)",1,1,-0.035739
middle,"(6, 12, 9)",1,1,-0.039413
middle,"(6, 12, 8)",1,1,-0.043088
middle,"(6, 12, 7)",1,1,-0.046762
middle,"(6, 12, 6)",1,1,-0.050437
middle,"(6, 12, 5)",1,1,-0.054111
middle,"(6, 12, 4)",1,1,-0.057785
middle,"(6, 12, 3)",1,1,-0.061460
middle,"(6, 12, 2)",1,1,-0.065134
middle,"(6, 11, 10)",1,1,-0.067890
middle,"(6, 11, 9)",1,1,-0.072023
middle,"(6, 11, 8)",1,1,-0.076157
middle,"(6, 11, 7)",1,1,-0.080291
middle,"(6, 11, 6)",1,1,-0.084424
middle,"(6, 11, 5)",1,1,-0.088558
middle,"(6, 11, 4)",1,1,-0.092692
middle,"(6, 11, 3)",1,1,-0.096825
middle,"(6, 11, 2)",1,1,-0.100959
middle,"(6, 10, 9)",1,1,-0.103715
middle,"(6, 10, 8)",1,1,-0.108439
middle,"(6, 10, 7)",1,1,-0.113163
middle,"(6, 10, 6)",1,1,-0.117887
middle,"(6, 10, 5)",1,1,-0.122611
middle,"(6, 10, 4)",1,1,-0.127336
middle,"(6, 10, 3)",1,1,-0.132060
middle,"(6, 10, 2)",1,1,-0.136784
middle,"(6, 9, 8)",1,1,-0.139540
middle,"(6, 9, 7)",1,1,-0.145051
middle,"(6, 9, 6)",1,1,-0.150563
middle,"(6, 9, 5)",1,1,-0.156074
middle,"(6, 9, 4)",1,1,-0.161586
middle,"(6, 9, 3)",1,1,-0.167097
middle,"(6, 9, 2)",1,1,-0.172609
middle,"(6, 8, 7)",1,1,-0.175365
middle,"(6, 8, 6)",1,1,-0.181979
middle,"(6, 8, 5)",1,1,-0.188592
middle,"(6, 8, 4)",1,1,-0.195206
middle,"(6, 8, 3)",1,1,-0.201820
middle,"(6, 8, 2)",1,1,-0.208434
middle,"(6, 7, 6)",1,1,-0.211190
middle,"(6, 7, 5)",1,1,-0.219457
middle,"(6, 7, 4)",1,1,-0.227724
middle,"(6, 7, 3)",1,1,-0.235992
middle,"(6, 7, 2)",1,1,-0.244259
middle,"(6, 6, 5)",1,1,-0.247015
middle,"(6, 6, 4)",1,1,-0.258038
middle,"(6, 6, 3)",1,1,-0.269061
middle,"(6, 6, 2)",1,1,-0.280084
middle,"(6, 5, 4)",1,1,-0.282840
middle,"(6, 5, 3)",1,1,-0.299374
middle,"(6, 5, 2)",1,1,-0.315909
middle,"(6, 4, 3)",1,1,-0.318665
middle,"(6, 4, 2)",1,1,-0.351734
middle,"(6, 3, 2)",1,1,-0.354490
middle,"(5, 14, 13)",1,1,-0.675649
middle,"(5, 14, 5)",1,1,-0.676649
middle,"(5, 13, 12)",1,1,-0.689027
middle,"(5, 12, 11)",1,1,-0.702404
middle,"(5, 11, 10)",1,1,-0.715782
middle,"(5, 10, 9)",1,1,-0.729160
middle,"(5, 9, 8)",1,1,-0.742538
middle,"(5, 8, 7)",1,1,-0.755916
middle,"(5, 7, 6)",1,1,-0.769293
middle,"(5, 6, 5)",1,1,-0.782671
middle,"(5, 5, 4)",1,1,-0.796049
middle,"(4, 14)",1,1,-0.780000
middle,"(4, 13)",1,1,-0.786667
middle,"(4, 12)",1,1,-0.793333
middle,"(4, 11)",1,1,-0.800000
middle,"(4, 10)",1,1,-0.806667
middle,"(4, 9)",1,1,-0.813333
middle,"(4, 8)",1,1,-0.820000
middle,"(4, 7)",1,1,-0.826667
middle,"(4, 6)",1,1,-0.833333
middle,"(4, 5)",1,1,-0.840000
middle,"(4, 4)",1,1,-0.846667
middle,"(4, 3)",1,1,-0.853333
middle,"(4, 2)",1,1,-0.860000
middle,"(3, 14, 13)",1,1,-0.891505
middle,"(3, 14, 12)",1,1,-0.891913
middle,"(3, 14, 11)",1,1,-0.892321
middle,"(3, 14, 10)",1,1,-0.892729
middle,"(3, 14, 9)",1,1,-0.893136
middle,"(3, 14, 8)",1,1,-0.893544
middle,"(3, 14, 7)",1,1,-0.893952
middle,"(3, 14, 6)",1,1,-0.894360
middle,"(3, 14, 5)",1,1,-0.894768
middle,"(3, 14, 4)",1,1,-0.895176
middle,"(3, 14, 3)",1,1,-0.895584
middle,"(3, 14, 2)",1,1,-0.895992
middle,"(3, 13, 12)",1,1,-0.896366
middle,"(3, 13, 11)",1,1,-0.896815
middle,"(3, 13, 10)",1,1,-0.897263
middle,"(3, 13, 9)",1,1,-0.897712
middle,"(3, 13, 8)",1,1,-0.898161
middle,"(3, 13, 7)",1,1,-0.898609
middle,"(3, 13, 6)",1,1,-0.899058
middle,"(3, 13, 5)",1,1,-0.899507
middle,"(3, 13, 4)",1,1,-0.899956
middle,"(3, 13, 3)",1,1,-0.900404
middle,"(3, 13, 2)",1,1,-0.900853
middle,"(3, 12, 11)",1,1,-0.901227
middle,"(3, 12, 10)",1,1,-0.901726
middle,"(3, 12, 9)",1,1,-0.902224
middle,"(3, 12, 8)",1,1,-0.902723
middle,"(3, 12, 7)",1,1,-0.903221
middle,"(3, 12, 6)",1,1,-0.903720
middle,"(3, 12, 5)",1,1,-0.904218
middle,"(3, 12, 4)",1,1,-0.904717
middle,"(3, 12, 3)",1,1,-0.905216
middle,"(3, 12, 2)",1,1,-0.905714
middle,"(3, 11, 10)",1,1,-0.906088
middle,"(3, 11, 9)",1,1,-0.906649
middle,"(3, 11, 8)",1,1,-0.907210
middle,"(3, 11, 7)",1,1,-0.907771
middle,"(3, 11, 6)",1,1,-0.908332
middle,"(3, 11, 5)",1,1,-0.908893
middle,"(3, 11, 4)",1,1,-0.909453
middle,"(3, 11, 3)",1,1,-0.910014
middle,"(3, 11, 2)",1,1,-0.910575
middle,"(3, 10, 9)",1,1,-0.910949
middle,"(3, 10, 8)",1,1,-0.911590
middle,"(3, 10, 7)",1,1,-0.912231
middle,"(3, 10, 6)",1,1,-0.912872
middle,"(3, 10, 5)",1,1,-0.913513
middle,"(3, 10, 4)",1,1,-0.914154
middle,"(3, 10, 3)",1,1,-0.914795
middle,"(3, 10, 2)",1,1,-0.915436
middle,"(3, 9, 8)",1,1,-0.915810
middle,"(3, 9, 7)",1,1,-0.916558
middle,"(3, 9, 6)",1,1,-0.917306
middle,"(3, 9, 5)",1,1,-0.918054
middle,"(3, 9, 4)",1,1,-0.918802
middle,"(3, 9, 3)",1,1,-0.919550
middle,"(3, 9, 2)",1,1,-0.920297
middle,"(3, 8, 7)",1,1,-0.920671
middle,"(3, 8, 6)",1,1,-0.921569
middle,"(3, 8, 5)",1,1,-0.922466
middle,"(3, 8, 4)",1,1,-0.923364
middle,"(3, 8, 3)",1,1,-0.924261
middle,"(3, 8, 2)",1,1,-0.925159
middle,"(3, 7, 6)",1,1,-0.925533
middle,"(3, 7, 5)",1,1,-0.926654
middle,"(3, 7, 4)",1,1,-0.927776
middle,"(3, 7, 3)",1,1,-0.928898
middle,"(3, 7, 2)",1,1,-0.930020
middle,"(3, 6, 5)",1,1,-0.930394
middle,"(3, 6, 4)",1,1,-0.931889
middle,"(3, 6, 3)",1,1,-0.933385
middle,"(3, 6, 2)",1,1,-0.934881
middle,"(3, 5, 4)",1,1,-0.935255
middle,"(3, 5, 3)",1,1,-0.937498
middle,"(3, 5, 2)",1,1,-0.939742
middle,"(3, 4, 3)",1,1,-0.940116
middle,"(3, 4, 2)",1,1,-0.944603
middle,"(3, 3, 2)",1,1,-0.944977
middle,"(2, 14, 13)",1,1,-0.982802
middle,"(2, 14, 12)",1,1,-0.982888
middle,"(2, 14, 11)",1,1,-0.982974
middle,"(2, 14, 10)",1,1,-0.983061
middle,"(2, 14, 9)",1,1,-0.983147
middle,"(2, 14, 8)",1,1,-0.983233
middle,"(2, 14, 7)",1,1,-0.983319
middle,"(2, 14, 6)",1,1,-0.983406
middle,"(2, 14, 5)",1,1,-0.983492
middle,"(2, 14, 4)",1,1,-0.983578
middle,"(2, 14, 3)",1,1,-0.983664
middle,"(2, 14, 2)",1,1,-0.983751
middle,"(2, 13, 14)",1,1,-0.983830
middle,"(2, 13, 12)",1,1,-0.983916
middle,"(2, 13, 11)",1,1,-0.984002
middle,"(2, 13, 10)",1,1,-0.984088
middle,"(2, 13, 9)",1,1,-0.984175
middle,"(2, 13, 8)",1,1,-0.984261
middle,"(2, 13, 7)",1,1,-0.984347
middle,"(2, 13, 6)",1,1,-0.984433
middle,"(2, 13, 5)",1,1,-0.984520
middle,"(2, 13, 4)",1,1,-0.984606
middle,"(2, 13, 3)",1,1,-0.984692
middle,"(2, 13, 2)",1,1,-0.984778
middle,"(2, 12, 14)",1,1,-0.984857
middle,"(2, 12, 13)",1,1,-0.984944
middle,"(2, 12, 11)",1,1,-0.985030
middle,"(2, 12, 10)",1,1,-0.985116
middle,"(2, 12, 9)",1,1,-0.985202
middle,"(2, 12, 8)",1,1,-0.985289
middle,"(2, 12, 7)",1,1,-0.985375
middle,"(2, 12, 6)",1,1,-0.985461
middle,"(2, 12, 5)",1,1,-0.985547
middle,"(2, 12, 4)",1,1,-0.985634
middle,"(2, 12, 3)",1,1,-0.985720
middle,"(2, 12, 2)",1,1,-0.985806
middle,"(2, 11, 14)",1,1,-0.985885
middle,"(2, 11, 13)",1,1,-0.985971
middle,"(2, 11, 12)",1,1,-0.986058
middle,"(2, 11, 10)",1,1,-0.986144
middle,"(2, 11, 9)",1,1,-0.986230
middle,"(2, 11, 8)",1,1,-0.986316
middle,"(2, 11, 7)",1,1,-0.986403
middle,"(2, 11, 6)",1,1,-0.986489
middle,"(2, 11, 5)",1,1,-0.986575
middle,"(2, 11, 4)",1,1,-0.986661
middle,"(2, 11, 3)",1,1,-0.986748
middle,"(2, 11, 2)",1,1,-0.986834
middle,"(2, 10, 14)",1,1,-0.986913
middle,"(2, 10, 13)",1,1,-0.986999
middle,"(2, 10, 12)",1,1,-0.987085
middle,"(2, 10, 11)",1,1,-0.987172
middle,"(2, 10, 9)",1,1,-0.987258
middle,"(2, 10, 8)",1,1,-0.987344
middle,"(2, 10, 7)",1,1,-0.987430
middle,"(2, 10, 6)",1,1,-0.987517
middle,"(2, 10, 5)",1,1,-0.987603
middle,"(2, 10, 4)",1,1,-0.987689
middle,"(2, 10, 3)",1,1,-0.987775
middle,"(2, 10, 2)",1,1,-0.987862
middle,"(2, 9, 14)",1,1,-0.987941
middle,"(2, 9, 13)",1,1,-0.988027
middle,"(2, 9, 12)",1,1,-0.988113
middle,"(2, 9, 11)",1,1,-0.988199
middle,"(2, 9, 10)",1,1,-0.988286
middle,"(2, 9, 8)",1,1,-0.988372
middle,"(2, 9, 7)",1,1,-0.988458
middle,"(2, 9, 6)",1,1,-0.988544
middle,"(2, 9, 5)",1,1,-0.988631
middle,"(2, 9, 4)",1,1,-0.988717
middle,"(2, 9, 3)",1,1,-0.988803
middle,"(2, 9, 2)",1,1,-0.988889
middle,"(2, 8, 14)",1,1,-0.988968
middle,"(2, 8, 13)",1,1,-0.989055
middle,"(2, 8, 12)",1,1,-0.989141
middle,"(2, 8, 11)",1,1,-0.989227
middle,"(2, 8, 10)",1,1,-0.989313
middle,"(2, 8, 9)",1,1,-0.989400
middle,"(2, 8, 7)",1,1,-0.989486
middle,"(2, 8, 6)",1,1,-0.989572
middle,"(2, 8, 5)",1,1,-0.989658
middle,"(2, 8, 4)",1,1,-0.989745
middle,"(2, 8, 3)",1,1,-0.989831
middle,"(2, 8, 2)",1,1,-0.989917
middle,"(2, 7, 14)",1,1,-0.989996
middle,"(2, 7, 13)",1,1,-0.990082
middle,"(2, 7, 12)",1,1,-0.990169
middle,"(2, 7, 11)",1,1,-0.990255
middle,"(2, 7, 10)",1,1,-0.990341
middle,"(2, 7, 9)",1,1,-0.990427
middle,"(2, 7, 8)",1,1,-0.990514
middle,"(2, 7, 6)",1,1,-0.990600
middle,"(2, 7, 5)",1,1,-0.990686
middle,"(2, 7, 4)",1,1,-0.990772
middle,"(2, 7, 3)",1,1,-0.990859
middle,"(2, 7, 2)",1,1,-0.990945
middle,"(2, 6, 14)",1,1,-0.991024
middle,"(2, 6, 13)",1,1,-0.991110
middle,"(2, 6, 12)",1,1,-0.991197
middle,"(2, 6, 11)",1,1,-0.991283
middle,"(2, 6, 10)",1,1,-0.991369
middle,"(2, 6, 9)",1,1,-0.991455
middle,"(2, 6, 8)",1,1,-0.991542
middle,"(2, 6, 7)",1,1,-0.991628
middle,"(2, 6, 5)",1,1,-0.991714
middle,"(2, 6, 4)",1,1,-0.991800
middle,"(2, 6, 3)",1,1,-0.991886
middle,"(2, 6, 2)",1,1,-0.991973
middle,"(2, 5, 14)",1,1,-0.992052
middle,"(2, 5, 13)",1,1,-0.992138
middle,"(2, 5, 12)",1,1,-0.992224
middle,"(2, 5, 11)",1,1,-0.992311
middle,"(2, 5, 10)",1,1,-0.992397
middle,"(2, 5, 9)",1,1,-0.992483
middle,"(2, 5, 8)",1,1,-0.992569
middle,"(2, 5, 7)",1,1,-0.992656
middle,"(2, 5, 6)",1,1,-0.992742
middle,"(2, 5, 4)",1,1,-0.992828
middle,"(2, 5, 3)",1,1,-0.992914
middle,"(2, 5, 2)",1,1,-0.993001
middle,"(2, 4, 14)",1,1,-0.993080
middle,"(2, 4, 13)",1,1,-0.993166
middle,"(2, 4, 12)",1,1,-0.993252
middle,"(2, 4, 11)",1,1,-0.993338
middle,"(2, 4, 10)",1,1,-0.993425
middle,"(2, 4, 9)",1,1,-0.993511
middle,"(2, 4, 8)",1,1,-0.993597
middle,"(2, 4, 7)",1,1,-0.993683
middle,"(2, 4, 6)",1,1,-0.993770
middle,"(2, 4, 5)",1,1,-0.993856
middle,"(2, 4, 3)",1,1,-0.993942
middle,"(2, 4, 2)",1,1,-0.994028
middle,"(2, 3, 14)",1,1,-0.994107
middle,"(2, 3, 13)",1,1,-0.994194
middle,"(2, 3, 12)",1,1,-0.994280
middle,"(2, 3, 11)",1,1,-0.994366
middle,"(2, 3, 10)",1,1,-0.994452
middle,"(2, 3, 9)",1,1,-0.994539
middle,"(2, 3, 8)",1,1,-0.994625
middle,"(2, 3, 7)",1,1,-0.994711
middle,"(2, 3, 6)",1,1,-0.994797
middle,"(2, 3, 5)",1,1,-0.994884
middle,"(2, 3, 4)",1,1,-0.994970
middle,"(2, 3, 2)",1,1,-0.995056
middle,"(2, 2, 14)",1,1,-0.995135
middle,"(2, 2, 13)",1,1,-0.995221
middle,"(2, 2, 12)",1,1,-0.995308
middle,"(2, 2, 11)",1,1,-0.995394
middle,"(2, 2, 10)",1,1,-0.995480
middle,"(2, 2, 9)",1,1,-0.995566
middle,"(2, 2, 8)",1,1,-0.995653
middle,"(2, 2, 7)",1,1,-0.995739
middle,"(2, 2, 6)",1,1,-0.995825
middle,"(2, 2, 5)",1,1,-0.995911
middle,"(2, 2, 4)",1,1,-0.995998
middle,"(2, 2, 3)",1,1,-0.996084
middle,"(1, 14, 13)",1,1,-1.100000
middle,"(1, 14, 12)",1,1,-1.100699
middle,"(1, 14, 11)",1,1,-1.101399
middle,"(1, 14, 10)",1,1,-1.102098
middle,"(1, 14, 9)",1,1,-1.102797
middle,"(1, 14, 8)",1,1,-1.103497
middle,"(1, 14, 7)",1,1,-1.104196
middle,"(1, 14, 6)",1,1,-1.104895
middle,"(1, 14, 5)",1,1,-1.105594
middle,"(1, 14, 4)",1,1,-1.106294
middle,"(1, 14, 3)",1,1,-1.106993
middle,"(1, 14, 2)",1,1,-1.107692
middle,"(1, 13, 12)",1,1,-1.108333
middle,"(1, 13, 11)",1,1,-1.109103
middle,"(1, 13, 10)",1,1,-1.109872
middle,"(1, 13, 9)",1,1,-1.110641
middle,"(1, 13, 8)",1,1,-1.111410
middle,"(1, 13, 7)",1,1,-1.112179
middle,"(1, 13, 6)",1,1,-1.112949
middle,"(1, 13, 5)",1,1,-1.113718
middle,"(1, 13, 4)",1,1,-1.114487
middle,"(1, 13, 3)",1,1,-1.115256
middle,"(1, 13, 2)",1,1,-1.116026
middle,"(1, 12, 11)",1,1,-1.116667
middle,"(1, 12, 10)",1,1,-1.117521
middle,"(1, 12, 9)",1,1,-1.118376
middle,"(1, 12, 8)",1,1,-1.119231
middle,"(1, 12, 7)",1,1,-1.120085
middle,"(1, 12, 6)",1,1,-1.120940
middle,"(1, 12, 5)",1,1,-1.121795
middle,"(1, 12, 4)",1,1,-1.122650
